TYPE|FLOW|REMARK|Unnamed: 3|VOL|ISSUE|YEAR|DOI|TITLE|AUTHOR|SCHOOL|KEY_WORDS|N_ABS|AU1|AU2|AU3|AU4|AU5|AU6|AU7|AU8|AU9|AU10|SC1|SC2|SC3|SC4|SC5|SC6|SC7|SC8|SC9|SC10|COUN1|COUN2|COUN3|COUN4|COUN5|COUN6|COUN7|COUN8|COUN9|COUN10
T|I|AsymmetricI|0|11|3|2009|10.1287/msom.1080.0232|Second Sourcing vs. Sole Sourcing with Capacity Investment and Asymmetric Information|Cuihong Li, Laurens G. Debo|School of Business, University of Connecticut, Storrs, Connecticut 06269;Graduate School of Business, University of Chicago, Chicago, Illinois 60637|sourcing; auction; supplier relationship; supply chain management|We study the decision of a manufacturer (the buyer), expecting new sourcing opportunities in the future, in selecting between sole- and second-sourcing strategies for a noncommodity component. In a sole-sourcing strategy, the buyer commits to sourcing from a single supplier (the incumbent) over the entire horizon. In a second-sourcing strategy, the buyer keeps the option open to source from a new supplier (the entrant) in the future. Supplier costs are private information, and the incumbent's cost may change in the future because of what it has learned. The buyer is relatively sure about current demand but uncertain about future demand. A supplier has to invest in capacity to produce the inputs for the buyer. With future private cost information, the incumbent earns rent in the future, and this prospective rent influences the incumbent's decision early in the horizon. On one hand, a second-sourcing strategy allows the buyer to take advantage of alternative sourcing opportunities, lowering her future cost. This benefit to the buyer is referred to as the option value of second sourcing. On the other hand, the future supplier competition in second-sourcing hurts the incumbent's future profit. The expectation of a lower future profit in second sourcing induces the incumbent to ask for a higher price at the beginning of the horizon. This causes more initial sourcing cost for the buyer in second sourcing than in sole sourcing, and is referred to as the cost of future supplier competition of second sourcing.|Cuihong Li| Laurens G. Debo|||||||||School of Business, University of Connecticut, Storrs, Connecticut 06269|Graduate School of Business, University of Chicago, Chicago, Illinois 60637|||||||||USA|USA||||||||
T|I|DelayI|0|13|4|2011|10.1287/msom.1110.0339|Call Centers with Delay Information: Models and Insights|Oualid Jouini, Zeynep Akşin, Yves Dallery|Laboratoire Genie Industriel, Ecole Centrale Paris, 92290 Châtenay-Malabry, France; and Rouen Business School, 76130 Mont-Saint-Aignan, France;College of Administrative Sciences and Economics, Koç University, 34450 Sariyer-Istanbul, Turkey;Laboratoire Genie Industriel, Ecole Centrale Paris, 92290 Châtenay-Malabry, France|queues; telephone call centers; customer behavior; impatient customers; balking; state-dependent analysis; predicting and announcing delays|In this paper, we analyze a call center with impatient customers. We study how informing customers about their anticipated delays affects performance. Customers react by balking upon hearing the delay announcement and may subsequently renege, particularly if the realized waiting time exceeds the delay that has originally been announced to them. The balking and reneging from such a system are a function of the delay announcement. Modeling the call center as an M/M/s + M queue with endogenized customer reactions to announcements, we analytically characterize performance measures for this model. The analysis allows us to explore the role announcing different percentiles of the waiting time distribution, i.e., announcement coverage, plays on subsequent performance in terms of balking and reneging. Through a numerical study, we explore when informing customers about delays is beneficial and what the optimal coverage should be in these announcements. We show how managers of a call center with delay announcements can control the trade-off between balking and reneging through their choice of announcements to be made.|Oualid Jouini| Zeynep Akşin| Yves Dallery||||||||Laboratoire Genie Industriel, Ecole Centrale Paris, 92290 Châtenay-Malabry, France; and Rouen Business School, 76130 Mont-Saint-Aignan, France|College of Administrative Sciences and Economics, Koç University, 34450 Sariyer-Istanbul, Turkey|Laboratoire Genie Industriel, Ecole Centrale Paris, 92290 Châtenay-Malabry, France||||||||FRANCE|TURKEY|FRANCE|||||||
T+EM|P|0|0|13|2|2011|10.1287/msom.1100.0314|Now Playing: DVD Purchasing for a Multilocation Rental Firm|Opher Baron, Iman Hajizadeh, Joseph Milner|Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada;Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada;Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada|"inventory theory and control；
service operations；
supply chain management"|This paper studies the problem of purchasing and allocating copies of movies to multiple stores of a movie rental chain. A unique characteristic of this problem is the return process of rented movies. We formulate this problem for new movies as a newsvendor-like problem with multiple rental opportunities for each copy. We provide demand and return forecasts at the store-day level based on comparable movies. We estimate the parameters of various demand and return models using an iterative maximum-likelihood estimation and Bayesian estimation via Markov chain Monte Carlo simulation. Test results on data from a large movie rental firm reveal systematic underbuying of movies purchased through revenue-sharing contracts and overbuying of movies purchased through standard (nonrevenue-sharing) ones. For the movies considered, our model estimates an increase in the average profit per title for new movies by 15.5% and 2.5% for revenue sharing and standard titles, respectively. We discuss the implications of revenue sharing on the profitability of the rental firm.|Opher Baron| Iman Hajizadeh| Joseph Milner||||||||Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada|Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada|Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada||||||||CANADA|CANADA|CANADA|||||||
T|I|I asymmetry|0|20|2|2018|10.1287/msom.2017.0619|Decision Structure and Performance of Networked Technology Supply Chains|Jingqi Wang, Xiaole Wu, Viswanathan Krishnan|Faculty of Business and Economics, The University of Hong Kong, Hong Kong;Department of Management Science, Fudan University, Shanghai 200433, China;Rady School of Management, University of California, San Diego, La Jolla, California 92093|"information asymmetry
mechanism design
networked supply chain
technology supply chain"|Supply chains in key growth industries increasingly commercialize a critical piece of technology invented by an upstream technology supplier. The focal technology is licensed to specialist design firms and designed into products, which are fabricated by dedicated large-scale manufacturers. We examine a technology supplier’s licensing decision in such emerging multiparty networked supply chains in which a downstream design firm’s capability may not be publicly known. We find that the supply chain and firm profits are critically affected by whether or not a license agreement between a technology supplier and a design firm is kept confidential from a manufacturer. Instead of licensing to two downstream firms, a technology supplier may also license to an integrated firm with both design and manufacturing capabilities, which forms a conventional vertical supply chain. We compare a networked supply chain with a vertical supply chain and show that the network model can, under some conditions, outperform the integrated configuration and increase profits for all supply chain entities. In particular, a downstream firm can be better off decentralized, with design and manufacturing functions taken by different firms. Our research helps explain the emergence of such networked supply chains and offers insights on how to structure them to improve outcomes.|Jingqi Wang| Xiaole Wu| Viswanathan Krishnan||||||||Faculty of Business and Economics, The University of Hong Kong, Hong Kong|Department of Management Science, Fudan University, Shanghai 200433, China|Rady School of Management, University of California, San Diego, La Jolla, California 92093||||||||CHINA|CHINA|USA|||||||
T|P|0|0|6|1|2004|10.1287/msom.1030.0018|Airline Schedule Planning: Accomplishments and Opportunities|Cynthia Barnhart, Amy Cohn|Operations Research Center, and the Center for Transportation and Logistics, Massachusetts Institute of Technology, Cambridge, Massachusetts 02134;Industrial and Operations Engineering, University of Michigan, Ann Arbor, Michigan 48109|airline scheduling; network design; large-scale optimization|Plagued by high labor costs, low profitability margins, airspace and airport congestion, high capital and operating costs, security and safety concerns, and complex and large-scale management and operations decisions, the airline industry has armed its planners with sophisticated optimization tools to improve decision making and increase airline profits. In this paper, we describe optimization approaches for airline schedule planning, demonstrating how optimization can facilitate the management of a diverse and finite set of expensive, highly constrained resources. We focus on the art and science of modeling and solving these problems, providing illustrative examples of the associated impacts and challenges, and highlighting effective techniques that might be applicable to problems arising in other industries.|Cynthia Barnhart| Amy Cohn|||||||||Operations Research Center, and the Center for Transportation and Logistics, Massachusetts Institute of Technology, Cambridge, Massachusetts 02134|Industrial and Operations Engineering, University of Michigan, Ann Arbor, Michigan 48109|||||||||USA|USA||||||||
T|P|0|0|10|3|2008|10.1287/msom.1070.0183|Optimal Pricing of Seasonal Products in the Presence of Forward-Looking Consumers|Yossi Aviv, Amit Pazgal|Olin School of Business, Washington University, St. Louis, Missouri 63130;Jesse H. Jones Graduate School of Management, Rice University, Houston, Texas 77252|dynamic pricing; game theory applications; marketing-operations interface; revenue management; strategic consumer behavior|We study the optimal pricing of a finite quantity of a fashion-like seasonal good in the presence of forward-looking (strategic) customers. We distinguish between two classes of pricing strategies: contingent and announced fixed-discount. In both cases, the seller acts as a Stackelberg leader announcing his pricing strategy, while consumers act as followers taking the seller's strategy as given and determining their purchasing behavior. In each case, we identify a subgame-perfect Nash equilibrium and show that given the seller's strategy, the equilibrium in the consumer subgame is unique and consists of symmetric threshold purchasing policies. For both cases, we develop a benchmark model in which customers are nonstrategic (myopic). We conduct a comprehensive numerical study to explore the impact of strategic consumer behavior on pricing policies and expected revenue performance. We show that strategic customer behavior suppresses the benefits of price segmentation, particularly under medium-to-high values of heterogeneity and modest rates of decline in valuations. However, when the level of consumer heterogeneity is small, the rate of decline is medium-to-high, and the seller can optimally choose the time of discount in advance, segmentation can be used quite effectively even with strategic consumers. We find that the seller cannot avoid the adverse impact of strategic consumer behavior even under low levels of initial inventory. We argue that while the seller expects customers to be more concerned about product availability at discount time, he cannot use high-price “betting” strategies as he would in the case of low inventory and myopic customers. Under certain qualifications, announced fixed-discount strategies perform essentially the same as contingent pricing policies in the case of myopic consumers. However, under strategic consumer behavior, announced pricing policies can be advantageous to the seller, compared to contingent pricing schemes. Interestingly, those cases that announced discount strategies offer a significant advantage compared to contingent pricing policies. They appear to offer only a minimal advantage in comparison to fixed-pricing policies. Finally, when the seller incorrectly assumes that strategic customers are myopic in their purchasing decisions, it can be quite costly, reaching potential revenue losses of about 20%.|Yossi Aviv| Amit Pazgal|||||||||Olin School of Business, Washington University, St. Louis, Missouri 63130|Jesse H. Jones Graduate School of Management, Rice University, Houston, Texas 77252|||||||||USA|USA||||||||
EM|0|0|0|11|1|2009|10.1287/msom.1070.0193|The Impact of Service Operations Failures on Customer Satisfaction: Evidence on How Failures and Their Source Affect What Matters to Customers|Shannon W. Anderson, L. Scott Baggett, Sally K. Widener|Jesse H. Jones Graduate School of Management, Rice University, Houston, Texas 77005, and Department of Accounting and Business Information Systems, University of Melbourne, Melbourne, Australia;Jesse H. Jones Graduate School of Management, Rice University, Houston, Texas 77005;Jesse H. Jones Graduate School of Management, Rice University, Houston, Texas 77005|service operations; customer satisfaction; attribution theory; failure recovery; airline industry|Research in consumer psychology shows that customers seek reasons for service failures and that attributions of blame moderate the effects of failure on the level of customer satisfaction. This paper extends research on service operations failures by hypothesizing that attributions of blame also affect what matters to the customer during service failures. Specifically, we hypothesize that the relative weights that customers assign to key service elements in reaching an overall assessment of customer satisfaction are affected by customer attributions of blame for service failures. We use the U.S. airline industry as a quasi-experimental research setting to investigate the components of customer satisfaction for three samples of customers who experience (1) routine service, (2) flight delays of external (i.e., weather) origin, and (3) flight delays of internal origin. Although the level of customer satisfaction is lower for all service failures, we find that the key components of satisfaction differ between delayed and routine flights only when customers blame the service provider for the failure. Specifically, when delays are of external origin satisfaction is lower than for routine flights, but there is virtually no difference in the weight that customers assign to the components of customer satisfaction (including employee interactions). In contrast, when delays are of internal origin, satisfaction is lower than for either routine flights or flights delayed by external factors, and employee interactions have a significantly diminished role in customer satisfaction evaluations. Contrary to the popular view that employee interactions take on a greater role in determining customer satisfaction during service failures, we find that the opposite is true if the customer attributes blame to the service provider. Our findings highlight the important role of customer attributions during service failures and present more nuanced evidence on the role of employee-customer interactions in mitigating the effects of service failures on customer satisfaction.|Shannon W. Anderson| L. Scott Baggett| Sally K. Widener||||||||Jesse H. Jones Graduate School of Management, Rice University, Houston, Texas 77005, and Department of Accounting and Business Information Systems, University of Melbourne, Melbourne, Australia|Jesse H. Jones Graduate School of Management, Rice University, Houston, Texas 77005|Jesse H. Jones Graduate School of Management, Rice University, Houston, Texas 77005||||||||AUSTRALIA|USA|USA|||||||
T|P |0|0|7|3|2005|10.1287/msom.1050.0081|Retailer-Supplier Flexible Commitments Contracts: A Robust Optimization Approach|Aharon Ben-Tal, Boaz Golany, Arkadi Nemirovski, Jean-Philippe Vial|Faculty of Industrial Engineering and Management, Technion鈥擨srael Institute of Technology, Haifa 32000, Israel;Faculty of Industrial Engineering and Management, Technion鈥擨srael Institute of Technology, Haifa 32000, Israel;Faculty of Industrial Engineering and Management, Technion鈥擨srael Institute of Technology, Haifa 32000, Israel;Department of Management Studies, University of Geneva, 40 Bd du Pont d鈥橝rve, CH-1211 Geneva 4, Switzerland|robust optimization; affinely adjustable robust optimization; flexible commitment contracts; supply chain management; min-max criterion|We propose the use of robust optimization (RO) as a powerful methodology for multiperiod stochastic operations management problems. In particular, we study a two-echelon multiperiod supply chain problem, known as the retailer-supplier flexible commitment (RSFC) problem with uncertain demand that is only known to reside in some uncertainty set. We adopt a min-max criterion, whereby the cost function is minimized against the worst case demand occurrence. To solve the min-max RSFC problem we employ a recent extension of the RO method adapted to dynamic decision problems and known as the affinely adjustable robust counterpart (AARC) methodology. The AARC solution is tested by a large simulation study and found to provide excellent results.|Aharon Ben-Tal| Boaz Golany| Arkadi Nemirovski| Jean-Philippe Vial|||||||Faculty of Industrial Engineering and Management, Technion鈥擨srael Institute of Technology, Haifa 32000, Israel|Faculty of Industrial Engineering and Management, Technion鈥擨srael Institute of Technology, Haifa 32000, Israel|Faculty of Industrial Engineering and Management, Technion鈥擨srael Institute of Technology, Haifa 32000, Israel|Department of Management Studies, University of Geneva, 40 Bd du Pont d鈥橝rve, CH-1211 Geneva 4, Switzerland|||||||ISRAEL|ISRAEL|ISRAEL|SWITZERLAND||||||
T|0|0|0|13|4|2011|10.1287/msom.1110.0337|Supplier Diversification Strategies in the Presence of Yield Uncertainty and Buyer Competition|Sammi Yu Tang, Panos Kouvelis|Department of Management, School of Business, University of Miami, Coral Gables, Florida 33146;Olin School of Business, Washington University in St. Louis, St. Louis, Missouri 63130|supply uncertainty; random yield; Cournot competition; dual sourcing; equilibrium|The benefits of supplier diversification are well established for price-taking firms. In this paper, we investigate the benefits from supplier diversification for dual-sourcing duopolists. We consider a two-echelon supply chain in which suppliers sell components to buyers who produce and sell substitutable products. The suppliers' output processes are uncertain and modeled as having a proportional random yield. Buyers engage in a quantity-based Cournot competition. We find that an increase in supplier correlation leads to more correlated buyers' outputs and a decrease in their profits. In the presence of end-market competition, dual sourcing still brings value by reducing the inefficiency caused by random yield: Namely, when the suppliers' yield processes are strongly negatively correlated, dual sourcing increases the expected market output and improves the firms' profits over sole sourcing. However, unlike a monopolist firm, a duopolist does not necessarily allocate its supplier orders to minimize output variability. We generalize the main results to a two-stage order-quantity–output-quantity game and to one with asymmetric suppliers.|Sammi Yu Tang| Panos Kouvelis|||||||||Department of Management, School of Business, University of Miami, Coral Gables, Florida 33146|Olin School of Business, Washington University in St. Louis, St. Louis, Missouri 63130|||||||||USA|USA||||||||
T+EM|P+I|paper checked+ allIn|0|3|2|2001|10.1287/msom.3.2.122.9992|Matching Supply and Demand: The Value of a Second Chance in Producing Hybrid Seed Corn|Philip C. Jones, Timothy J. Lowe, Rodney D. Traub, Greg Kegler|Henry B. Tippie College of Business, University of Iowa, Iowa City, Iowa 52242;Henry B. Tippie College of Business, University of Iowa, Iowa City, Iowa 52242;College of Business Administration, North Dakota State University, Fargo, North Dakota 58105;Syngenta Seeds, Golden Valley, Minnesota 55427|Supply Chain; Optimization; Newsvendor Model; Production-Inventory Model; Agricultural Modeling|This paper considers a production-scheduling problem arising when there are random yields and demands as well as two sequential production periods before demand occurs. A typical instance is the production of seed corn. The paper makes three contributions. First, we verify that the objective function for the problem is smooth and concave so that optimal solutions are easily computed. Second, by examining data that represents actual costs, prices, and yields encountered in the seed corn industry, we gain some insight into the value that the second production period provides. Third, for a representative sample of hybrids from a major seed corn producer, we show that margins could be enhanced considerably by using the model. The results of this paper will assist seed corn producers in making production-scheduling decisions.|Philip C. Jones| Timothy J. Lowe| Rodney D. Traub| Greg Kegler|||||||Henry B. Tippie College of Business, University of Iowa, Iowa City, Iowa 52242|Henry B. Tippie College of Business, University of Iowa, Iowa City, Iowa 52242|College of Business Administration, North Dakota State University, Fargo, North Dakota 58105|Syngenta Seeds, Golden Valley, Minnesota 55427|||||||USA|USA|USA|USA||||||
T|P|0|0|2|2|2000|10.1287/msom.2.2.144.12353|Customer Service Competition in Capacitated Systems|Joseph Hall, Evan Porteus|Amos Tuck School of Business Administration, Dartmouth College, Hanover, New Hampshire 03755;Graduate School of Business, Stanford University, Stanford, California 94305|capacity management; game theory; customer loyalty; customer service; newsvendor model|We investigate a simple dynamic model of firm behavior in which firms compete by investing in capacity that is used to provide a good or service to their customers. There is a fixed total market of customers whose demands for the good or service are random and who divide their patronage between the firms in each period. Periodically, the market shares of the two firms can change based on the realized level of customer service provided in the prior period. We assume that the expected level of customer service can be expressed as a function of the (per customer) capacity of the firms' service delivery systems, and that service declines as the capacity decreases. The firms differ in their customers' willingness to defect when confronted by service failure. The primary issue we address is the firms' capacity decisions in response to customer service concerns and competitive pressure. We provide conditions under which the firms' optimal (i.e., equilibrium) capacity levels in a period are proportional to the size of their respective customer bases in that period. Further, we develop expressions for the value of a firm's customers and the implicit cost of service failure. Results for both single-period and finite-horizon problems are investigated and applied to two examples: (1) competition between Internet service providers who operate systems that we approximate by simple loss-type queueing models, and (2) competition between make-to-stock producers who operate systems that we approximate by newsvendor inventory models. For both examples, solutions are derived and interpreted.|Joseph Hall| Evan Porteus|||||||||Amos Tuck School of Business Administration, Dartmouth College, Hanover, New Hampshire 03755|Graduate School of Business, Stanford University, Stanford, California 94305|||||||||USA|USA||||||||
EM|P|0|0|11|3|2009|10.1287/msom.1080.0237|Demand-Supply Mismatches and Stock Market Reaction: Evidence from Excess Inventory Announcements|Kevin B. Hendricks, Vinod R. Singhal|School of Business and Economics, Wilfrid Laurier University, Waterloo, Ontario N2L 3C5, Canada;College of Management, Georgia Institute of Technology, Atlanta, Georgia 30308|empirical research; excess inventory; stock price performance; supply chain management|This paper documents that excess inventory announcements, an indication of demand-supply mismatch, are associated with an economically and statistically significant negative stock market reaction. The results are based on a sample of 276 excess inventory announcements made during 1990–2002. Over a two-day period (the day of the announcement and the day before the announcement) the mean (median) stock market reaction ranges from −6.79% to −6.93% (−4.51% to −4.79%), depending on the benchmark used to estimate the market reaction. The percent of sample firms that experience negative market reaction ranges from 73% to 74%. When excess inventory is at the announcing firm's customers, the market reaction is more negative than when the excess inventory is at the announcing firm. The stock market reaction is less negative for excess inventory announcements made by larger firms but is more negative for firms with higher growth prospects and with higher debt-equity ratios.|Kevin B. Hendricks| Vinod R. Singhal|||||||||School of Business and Economics, Wilfrid Laurier University, Waterloo, Ontario N2L 3C5, Canada|College of Management, Georgia Institute of Technology, Atlanta, Georgia 30308|||||||||CANADA|USA||||||||
T+EM|0|0|0|16|3|2014|10.1287/msom.2014.0484|Optimizing Colonoscopy Screening for Colorectal Cancer Prevention and Surveillance|Fatih Safa Erenay, Oguzhan Alagoz, Adnan Said|Department of Management Sciences, University of Waterloo, Waterloo, Ontario N2L 3G1, Canada;Department of Industrial and Systems Engineering, University of Wisconsin鈥揗adison, Madison, Wisconsin 53706;Department of Medicine, University of Wisconsin鈥揗adison, Madison, Wisconsin 53792|stochastic modeling; partially observable Markov decision processes; operations research applications in healthcare; cancer screening; colorectal cancer prevention and surveillance; colonoscopy|Millions of Americans undergo colonoscopy screening for colorectal cancer (CRC) prevention and surveillance every year. The efficiency of colonoscopy operations depends on how often patients are screened, which is a complex and controversial decision, as reflected by the discrepancy between clinical practice and guidelines. We develop a partially observable Markov decision process to optimize colonoscopy screening policies for the objective of maximizing total quality-adjusted life years. Our model incorporates age, gender, and risk of having CRC into the screening decisions and therefore provides a novel framework for personalized CRC screening. In addition to deriving the maximum attainable benefit from colonoscopy screening, which reflects the opportunity cost of following current guidelines, our results have several policy implications. Using clinical data, we show that the optimal colonoscopy screening policies may be more aggressive than the guidelines under some conditions. Optimal screening policies recommend that females with CRC history undergo colonoscopy more frequently than males. In contrast, females without CRC history should be screened less frequently than males. This result, which was not recognized before, signifies the role of gender in optimal CRC screening decisions.|Fatih Safa Erenay| Oguzhan Alagoz| Adnan Said||||||||Department of Management Sciences, University of Waterloo, Waterloo, Ontario N2L 3G1, Canada|Department of Industrial and Systems Engineering, University of Wisconsin鈥揗adison, Madison, Wisconsin 53706|Department of Medicine, University of Wisconsin鈥揗adison, Madison, Wisconsin 53792||||||||CANADA|USA|USA|||||||
T|P|0|0|4|1|2002|10.1287/msom.4.1.4.288|Revenue Management of a Make-to-Stock Queue|René A. Caldentey, Lawrence M. Wein|Department of Operations Management, Stern School of Business, New York University, 40 W. 4th Street, Tisch Hall 7-09, New York, New York 10012;Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139|-|Motivated by recent electronic marketplaces, we consider a single-product make-to-stock manufacturing system that uses two alternative selling channels: long-term contracts and a spot market of electronic orders. At time 0, the risk-averse manufacturer selects the long-term contract price, at which point buyers choose one of the two channels. The resulting long-term contract demand is a deterministic fluid, while the spot-market demand is modeled as a stochastic renewal process. An exponential reflected random walk model is used to model the spot-market price, which is correlated with the spot-market demand process. The manufacturer accepts or rejects each electronic order, and long-term contracts and accepted electronic orders are backordered if necessary. The manufacturer’s control problem is to select the optimal long-term contract price as well as the optimal production (i.e., busy/idle) and electronic-order admission policies to maximize revenue minus inventory holding and backorder costs. Under heavy traffic conditions, the problem is approximated by a diffusion control problem, and analytical approximations are used to derive a policy that is simple, and reasonably accurate and robust.|René A. Caldentey| Lawrence M. Wein|||||||||Department of Operations Management, Stern School of Business, New York University, 40 W. 4th Street, Tisch Hall 7-09, New York, New York 10012|Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139|||||||||USA|USA||||||||
T|P|0|0|11|1|2009|10.1287/msom.1070.0199|Long-Term Contracts Under the Threat of Supplier Default|Robert Swinney, Serguei Netessine|The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104;The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104|supply chain management; financial default; contracting; game theory|Contracting with suppliers prone to default is an increasingly common problem in some industries, particularly automotive manufacturing. We model this phenomenon as a two-period contracting game with two identical suppliers, a single buyer, deterministic demand, and uncertain production costs. The suppliers are distressed at the start of the game and do not have access to external sources of capital; hence, revenues from the buyer are crucial in determining whether default occurs. The production cost of each supplier is the sum of two stochastic components: a common term that is identical for both suppliers (representing raw materials costs, design specifications, etc.) and an idiosyncratic term that is unique to a given supplier (representing inherent firm capability). The buyer chooses a supplier and then decides on a single- or two-period contract. Comparing models with and without the possibility of default, we find that, without the possibility of supplier failure, the buyer always prefers short-term contracts over long-term contracts, whereas this preference is typically reversed in the presence of failure. Neither of these contracts coordinates the supply chain. We also consider dynamic contracts, in which the contract price is partially tied to some index representing the common component of production costs (e.g., commodity prices of raw materials such as steel or oil), allowing the buyer to shoulder some of the risk from cost uncertainty. We find that dynamic long-term contracts allow the buyer to coordinate the supply chain in the presence of default risk. We also demonstrate that our results continue to hold under a variety of alternative assumptions, including stochastic demand, allowing the buyer the option of subsidizing a bankrupt supplier via a contingent transfer payment or loan and allowing the buyer to unilaterally renegotiate contracts. We conclude that the possibility of supplier default offers a new reason to prefer long-term contracts over short-term contracts.|Robert Swinney| Serguei Netessine|||||||||The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104|The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104|||||||||USA|USA||||||||
T|P|0|0|8|3|2006|10.1287/msom.1060.0111|On the Interactions Between Routing and Inventory-Management Policies in a One-Warehouse N-Retailer Distribution System|Leroy B. Schwarz, James E. Ward, Xin Zhai|Krannert Graduate School of Management, Purdue University, West Lafayette, Indiana 47906;Krannert Graduate School of Management, Purdue University, West Lafayette, Indiana 47906;Krannert Graduate School of Management, Purdue University, West Lafayette, Indiana 47906|supply chain; routing; inventory allocation; inventory replenishment|This paper examines the interactions between routing and inventory-management decisions in a two-level supply chain consisting of a cross-docking warehouse and N retailers. Retailer demand is normally distributed and independent across retailers and over time. Travel times are fixed between pairs of system sites. Every m time periods, system inventory is replenished at the warehouse, whereupon an uncapacitated vehicle departs on a route that visits each retailer once and only once, allocating all of its inventory based on the status of inventory at the retailers who have not yet received allocations. The retailers experience newsvendor-type inventory-holding and backorder-penalty costs each period; the vehicle experiences in-transit inventory-holding costs each period. Our goal is to determine a combined system inventory-replenishment, routing, and inventory-allocation policy that minimizes the total expected cost/period of the system over an infinite time horizon. Our analysis begins by examining the determination of the optimal static route, i.e., the best route if the vehicle must travel the same route every replenishment-allocation cycle. Here we demonstrate that the optimal static route is not the shortest-total-distance (TSP) route, but depends on the variance of customer demands, and, if in-transit inventory-holding costs are charged, also on mean customer demands. We then examine dynamic-routing policies, i.e., policies that can change the route from one system-replenishment-allocation cycle to another, based on the status of the retailers’ inventories. Here we argue that in the absence of transportation-related cost, the optimal dynamic-routing policy should be viewed as balancing management’s ability to respond to system uncertainties (by changing routes) against system uncertainties that are induced by changing routes. We then examine the performance of a change-revert heuristic policy. Although its routing decisions are not fully dynamic, but determined and fixed for a given cycle at the time of each system replenishment, simulation tests with N = 2 and N = 6 retailers indicate that its use can substantially reduce system inventory-related costs even if most of the time the chosen route is the optimal static route.|Leroy B. Schwarz| James E. Ward| Xin Zhai||||||||Krannert Graduate School of Management, Purdue University, West Lafayette, Indiana 47906|Krannert Graduate School of Management, Purdue University, West Lafayette, Indiana 47906|Krannert Graduate School of Management, Purdue University, West Lafayette, Indiana 47906||||||||USA|USA|USA|||||||
T|P|0|0|10|2|2008|10.1287/msom.1070.0170|Note—Replenishment Sequencing in a Supply Chain with Balanced Ordering|Sheng Hao Zhang, Ki Ling Cheung|Department of Industrial Engineering, School of Management, Xi'an Jiaotong University, Xi'an, 710049, China;Department of Information and Systems Management, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong|inventory; two echelons; operating characteristics; stochastic models; stochastic comparisons; sequencing|This paper studies a supply chain with one supplier and multiple heterogeneous retailers where base-stock policies are practiced. The supplier's performance, in terms of optimal cost, optimal stocking level, and implied service level, is investigated under different retailer replenishment sequences. We show that under many realistic demand distributions, it is optimal to sequence retailers according to ascending variability. Furthermore, if the retailers vary in magnitudes of their orders, then the optimal sequence is usually the one with descending magnitudes.|Sheng Hao Zhang| Ki Ling Cheung|||||||||Department of Industrial Engineering, School of Management, Xi'an Jiaotong University, Xi'an, 710049, China|Department of Information and Systems Management, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong|||||||||CHINA|HONG KONG||||||||
T+EM|F|wineFutures|0|19|2|2017|10.1287/msom.2016.0602|Wine Analytics: Fine Wine Pricing and Selection Under Weather and Market Uncertainty|Mert Hakan Hekimoğlu, Burak Kazaz, Scott Webster|Lally School of Management, Rensselaer Polytechnic Institute, Troy, New York 12180;Whitman School of Management, Syracuse University, Syracuse, New York 13244;W. P. Carey School of Business, Arizona State University, Tempe, Arizona 85287|wine futures; wine pricing; pricing; weather uncertainty; market uncertainty; risk aversion|We examine a risk-averse distributor’s decision in selecting between bottled wine and wine futures under weather and market uncertainty. At the beginning of every summer, a fine wine distributor has to choose between purchasing bottled wine made from the harvest collected two years ago and wine futures of wine still aging in the barrel from the previous year’s harvest. At the end of the summer, after seeing weather and market fluctuations, the distributor can adjust its allocation by trading futures and bottles. This paper makes three contributions. First, we develop an analytical model to determine the optimal selection of bottled wine and wine futures under weather and market uncertainty. Our model is built on an empirical foundation in which the functional forms describing the evolution of futures and bottle prices are derived from comprehensive data associated with the most influential Bordeaux winemakers. Second, we develop structural properties of optimal decisions. We show that a wine distributor should always invest in wine futures because it increases the expected profit in spite of being a riskier asset than bottled wine. We characterize the influence of variation in various uncertainties in the problem. Third, our study empirically demonstrates for a large distributor the financial benefits of using our model. The hypothetical average profit improvement in our numerical analysis is significant, exceeding 21%, and its value becomes higher under risk aversion. The analysis is beneficial for fine wine distributors, as it provides insights into how to improve their selection in order to make financially healthier allocations.|Mert Hakan Hekimoğlu| Burak Kazaz| Scott Webster||||||||Lally School of Management, Rensselaer Polytechnic Institute, Troy, New York 12180|Whitman School of Management, Syracuse University, Syracuse, New York 13244|W. P. Carey School of Business, Arizona State University, Tempe, Arizona 85287||||||||USA|USA|USA|||||||
