TYPE|FLOW|REMARK|Unnamed: 3|VOL|ISSUE|YEAR|DOI|TITLE|AUTHOR|SCHOOL|KEY_WORDS|N_ABS|AU1|AU2|AU3|AU4|AU5|AU6|AU7|AU8|AU9|AU10|SC1|SC2|SC3|SC4|SC5|SC6|SC7|SC8|SC9|SC10|COUN1|COUN2|COUN3|COUN4|COUN5|COUN6|COUN7|COUN8|COUN9|COUN10
T+EM|0|0|0|17|1|2015|10.1287/msom.2014.0504|Toward Mass Adoption of Electric Vehicles: Impact of the Range and Resale Anxieties|Michael K. Lim, Ho-Yin Mak, Ying Rong|Department of Business Administration, University of Illinois at Urbana鈥揅hampaign, Champaign, Illinois 61820;Department of Industrial Engineering and Logistics Management, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong;Antai College of Economics and Management, Shanghai Jiao Tong University, Shanghai, China|electric vehicles; consumer anxieties; durable goods; secondary market; emission savings|Key to the mass adoption of electric vehicles (EVs) is the establishment of successful business models based on sound understanding of consumer behavior in adopting this new technology. In this paper, we study the impact of two major barriers to mass adoption of EVs: (i) range anxiety, the concern that the driving range of EVs may be insufficient to meet the driving needs, and (ii) resale anxiety, the concern that used values of EVs may deteriorate quickly. Using a stylized model calibrated to a data set based on the San Francisco Bay Area, we show that although both types of consumer anxieties typically harm the firm’s profit, they often improve consumer surplus. In addition, we show that a business model that requires consumers to lease the EV batteries (rather than purchase them) may lead to a greater level of adoption and emission savings when the level of resale anxiety is high. Further, a business model that offers EV range improvement through enhanced charging infrastructure typically yields greater adoption and consumer surplus, but lowers the firm’s profit, compared with one that offers enlarged batteries. Overall, we find that the combinations of battery owning/leasing with enhanced charging service, referred to as the (O, E) and (L, E) models in our paper, typically yield the best balance among the objectives of EV adoption, emission savings, profitability, and consumer surplus, when the degree of resale anxiety is low and high, respectively.|Michael K. Lim| Ho-Yin Mak| Ying Rong||||||||Department of Business Administration, University of Illinois at Urbana鈥揅hampaign, Champaign, Illinois 61820|Department of Industrial Engineering and Logistics Management, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong|Antai College of Economics and Management, Shanghai Jiao Tong University, Shanghai, China||||||||USA|HONG KONG|CHINA|||||||
T+EX|P|0|0|17|1|2015|10.1287/msom.2014.0505|Making Better Fulfillment Decisions on the Fly in an Online Retail Environment|Jason Acimovic, Stephen C. Graves|Smeal College of Business, The Pennsylvania State University, University Park, Pennsylvania 16802;Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139|online retailing; inventory management; dynamic allocation; fulfillment policies|Relative to brick-and-mortar retailers, online retailers have the potential to offer more options to their customers, with respect to both inventory as well as delivery times. To do this entails the management of a distribution network with more decision options than a traditional retailer. The online retailer, not the customer, decides from where items will ship, by what shipping method, and how or whether multiple-item orders will be broken up into multiple shipments. What is the best way to fulfill each customer’s order to minimize average outbound shipping cost? We partner with an online retailer to examine this question. We develop a heuristic that makes fulfillment decisions by minimizing the immediate outbound shipping cost plus an estimate of future expected outbound shipping costs. These estimates are derived from the dual values of a transportation linear program (LP). In our experiments on industry data, we capture 36% of the opportunity gap assuming clairvoyance, leading to reductions in outbound shipping costs on the order of 1%. These cost savings are achieved without any deterioration in customer service levels or any increase in holding costs. The transportation LP also serves as the basis for a metric that provides information on the quality of the inventory position. Based on initial successful piloting, our industrial partner has implemented the metric as well as a version of the heuristic that it is applying to every fulfillment decision for each of its stock keeping units in North America.|Jason Acimovic| Stephen C. Graves|||||||||Smeal College of Business, The Pennsylvania State University, University Park, Pennsylvania 16802|Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139|||||||||USA|USA||||||||
T|I|Bayesian effect; Bayesian updating|0|17|1|2015|10.1287/msom.2014.0499|Demand Uncertainty and the Bayesian Effect in Markdown Pricing with Strategic Customers|Seungjin Whang|Graduate School of Business, Stanford University, Stanford, California 94305|pricing and revenue management|This paper studies the role of demand uncertainty in temporal discrimination when the retailer applies markdown pricing facing strategic customers. We consider a model in which a retail firm announces a pair of declining prices for two selling periods, and customers with heterogeneous valuations each decide whether to buy a unit early, later or never. In this model, if the demand function is linear and its parameters are common knowledge, there never exist any markdown prices that achieve temporal discrimination for any feasible model parameters. Either all buying customers wait, or all buy early. By contrast, if the demand level is unknown, there always exists a temporally discriminating markdown pricing scheme for all feasible model parameters. We derive qualitative insights to the way demand uncertainty and Bayesian updating contribute to temporal discrimination, which broadly apply to nonlinear demand functions as well. We also show that in case of demand uncertainty, there always exists a temporally discriminating pricing scheme that yields a strictly higher profit to the retailer than the optimal static pricing scheme. Ironically, however, the retailer cannot implement the optimal scheme due to the same demand uncertainty.|Seungjin Whang||||||||||Graduate School of Business, Stanford University, Stanford, California 94305||||||||||USA|||||||||
T|F|wineFutures|0|17|3|2015|10.1287/msom.2015.0529|Wine Futures and Advance Selling Under Quality Uncertainty|Tim Noparumpa, Burak Kazaz, Scott Webster|Chulalongkorn Business School, Chulalongkorn University, Bangkok 10330, Thailand;Whitman School of Management, Syracuse University, Syracuse, New York 13244;W. P. Carey School of Business, Arizona State University, Tempe, Arizona 85287|wine futures; advance selling; quality uncertainty; pricing|This study examines the use of wine futures (i.e., advance selling of wine before it is bottled) as a form of operational flexibility to mitigate quality rating risk. At the end of a harvest season, the winemaker obtains a certain number of barrels of wine that can be produced for a particular vintage. While the wine is aging in the barrel, expert reviewers taste the wine and create a barrel score, indicating the potential quality of the wine and offering clues as to whether, when bottled, it will be superior wine. Based on the barrel score, the wine producer determines (1) the percentage of its wine to be sold as futures and (2) the price of the wine futures. After one more year of aging, the wine is bottled, and the reviewers provide a second review of the wine and assign a bottle score that influences the market price of the wine. Our study makes three contributions. First, we develop an analytical model that incorporates uncertain consumer valuations of wine futures and bottled wine and the uncertain bottle rating that is assigned to the wine at the end of the production process. Our analysis provides insights into how the barrel score, consumer preference (through a conditional-value-at-risk perspective) and the winemaker’s preference influence the winemaker’s allocation and pricing decisions. Our second contribution relates to the impact of consumer heterogeneity on the optimal allocation and pricing decisions. Contrary to common belief that the winemaker may be better off when consumers are more homogeneous, our results demonstrate that the winemaker can achieve a higher level of profitability when the market is filled with consumers that are heterogeneous. Third, we test our findings using data collected from Bordeaux wineries engaging in wine futures. Our empirical analysis demonstrates that (1) barrel scores play a significant role in the two decisions regarding the quantity and price of wine futures, and (2) the wine futures market provides a sizable financial benefit to the winemakers. Our analysis yields recommendations for artisanal and boutique wineries that have limited or no experience selling wine futures.|Tim Noparumpa| Burak Kazaz| Scott Webster||||||||Chulalongkorn Business School, Chulalongkorn University, Bangkok 10330, Thailand|Whitman School of Management, Syracuse University, Syracuse, New York 13244|W. P. Carey School of Business, Arizona State University, Tempe, Arizona 85287||||||||THAILAND|USA|USA|||||||
T|P|0|0|17|4|2015|10.1287/msom.2015.0533|Joint Selling of Complementary Components Under Brand and Retail Competition|Yuhong He, Shuya Yin|Mihaylo College of Business and Economics, California State University, Fullerton, Fullerton, California 92834;Paul Merage School of Business, University of California, Irvine, Irvine, California 92697|joint selling; complementary components; brand competition; retail competition|Suppliers of complementary goods often package their items together when selling to downstream retailers. One motivation behind this behavior is to reduce double marginalization through coordinated pricing so that system efficiency is improved and individual members can also benefit. The objective of this paper is to understand how competition in supply chains would impact such joint selling partnerships among complementary suppliers. We first model competition at the supply level, which is generated from the existence of multiple partially substitutable brands (or suppliers) for a particular component. We then extend the analysis to a model that also involves retail competition caused by decentralization among retailers who assemble suppliers' components into final products and sell to customers. The analysis of a model with two complementary components, one of which has multiple brands, indicates that the supply-level competition discourages joint selling of complementary goods. That is, when competing brands become more alike (or substitutable), complementary suppliers act more independently in pricing and selling their items. However, retail competition leads to an opposite effect: Competition among retailers would actually encourage complementary suppliers to package their goods together and act jointly.|Yuhong He| Shuya Yin|||||||||Mihaylo College of Business and Economics, California State University, Fullerton, Fullerton, California 92834|Paul Merage School of Business, University of California, Irvine, Irvine, California 92697|||||||||USA|USA||||||||
EM|I|pricingI; how to useIProvided|0|17|4|2015|10.1287/msom.2015.0537|Sales Force Behavior, Pricing Information, and Pricing Decisions|Wedad Elmaghraby, Wolfgang Jank, Shu Zhang, Itir Z. Karaesmen|Robert H. Smith School of Business, University of Maryland, College Park, Maryland 20742;College of Business, University of South Florida, Tampa, Florida 33620;Alipay.com, Hangzhou, Zhejiang Province 310000, China;Kogod School of Business, American University, Washington, DC 20016|B2B; pricing; decision making; sales force; regression; logit model; two-stage model|This paper focuses on salespeople behavior in business-to-business transactions. The paper investigates how salespeople use the information provided to them to set prices; of particular interest is how salespeople use price recommendations from a decision support tool. The investigation builds reduced-form models and tests them on a data set obtained by a grocery products distributor. The analysis shows that salespeople’s decisions are explained well by a two-stage decision model whereby salespeople make an initial decision on whether or not to change the price (a binary decision) and then decide on the magnitude of change (a continuous response). We find that salespeople in our data set do not blindly adopt the recommended price change generated by the pricing tool. Rather, our two-stage model allows for us to uncover a nuanced association between the recommended price and the actual price change by identifying customer-specific and salesperson-specific market factors that moderate the influence of price recommendations.|Wedad Elmaghraby| Wolfgang Jank| Shu Zhang| Itir Z. Karaesmen|||||||Robert H. Smith School of Business, University of Maryland, College Park, Maryland 20742|College of Business, University of South Florida, Tampa, Florida 33620|Alipay.com, Hangzhou, Zhejiang Province 310000, China|Kogod School of Business, American University, Washington, DC 20016|||||||USA|USA|CHINA|USA||||||
EM+EX|I|dEMandI censored; dEMand estimation|0|18|1|2016|10.1287/msom.2015.0551|Stockout-Based Substitution and Inventory Planning in Textbook Retailing|Joonkyum Lee, Vishal Gaur, Suresh Muthulingam, Gary F. Swisher|Sogang Business School, Sogang University, Seoul 121-742, Korea;Johnson Graduate School of Management, Cornell University, Ithaca, New York 14853;Smeal College of Business, The Pennsylvania State University, University Park, Pennsylvania 16802;The Cornell Store, Cornell University, Ithaca, New York 14853|OM practice; retailing; inventory theory and control; demand estimation; stockout-based substitution|We demonstrate the value of utility-based choice models to estimate demand and plan inventory for new and used textbooks in the presence of consumer choice and stockout-based substitution at a university textbook retailer. Demand information is censored, the exact time of stockout is not observed, and the short selling season often does not allow for replenishment. Using data for 26,749 book titles from 2007 to 2011 and a simulation experiment calibrated on real data, we show that an attribute-based choice model generates accurate demand estimates (mean absolute percentage error less than 1%) even when nearly 90% of the textbooks in the fit sample experience stockout. This performance is driven by the heterogeneity of product attributes and is robust to the occurrence of product returns. We implement this model at the bookstore in a controlled field experiment and obtain over 10% increase in profit. The results show that accounting for asymmetric and stockout-based substitution in demand estimation and inventory planning enables us to make systematic corrections in inventory mix and inventory level compared to the existing process.|Joonkyum Lee| Vishal Gaur| Suresh Muthulingam| Gary F. Swisher|||||||Sogang Business School, Sogang University, Seoul 121-742, Korea|Johnson Graduate School of Management, Cornell University, Ithaca, New York 14853|Smeal College of Business, The Pennsylvania State University, University Park, Pennsylvania 16802|The Cornell Store, Cornell University, Ithaca, New York 14853|||||||KOREA|USA|USA|USA||||||
T|I|hideI; hidingI|0|18|2|2016|10.1287/msom.2015.0550|Supplier Evasion of a Buyer’s Audit: Implications for Motivating Supplier Social and Environmental Responsibility|Erica L. Plambeck, Terry A. Taylor|Graduate School of Business, Stanford University, Stanford, California 94305;Haas School of Business, University of California, Berkeley, Berkeley, California 94720|supply chain management; environmental operations; game theory|Prominent buyers’ brands have been damaged because their suppliers caused major harm to workers or the environment, e.g., through a deadly factory fire or release of toxic chemicals. How can buyers motivate suppliers to exert greater care to prevent such harm? This paper characterizes a “backfiring condition” under which actions taken by prominent buyers (increasing auditing, publicizing negative audit reports, providing loans to suppliers) motivate a supplier to exert greater effort to pass the buyer’s audit by hiding information and less care to prevent harm. Intuitively appealing actions for a buyer (penalizing a supplier for harming workers or the environment, or for trying to deceive an auditor) may be similarly counterproductive. Contrary to conventional wisdom, squeezing a supplier’s margin (by reducing the price paid to the supplier or increasing wages for workers) motivates the supplier to exert greater care to prevent harm—under the backfiring condition. Whereas the necessary and sufficient condition depends on the relative convexity of the supplier’s hiding cost function, a simple sufficient condition is that the supplier is likely to successfully hide information from the auditor, in equilibrium. Anecdotal evidence suggests that the backfiring condition is prevalent or becoming increasingly so. Similar insights apply to mitigation of unauthorized subcontracting.|Erica L. Plambeck| Terry A. Taylor|||||||||Graduate School of Business, Stanford University, Stanford, California 94305|Haas School of Business, University of California, Berkeley, Berkeley, California 94720|||||||||USA|USA||||||||
T|P|0|0|18|4|2016|10.1287/msom.2016.0588|Capacitated Multiechelon Inventory Systems: Policies and Bounds|Woonghee Tim Huh, Ganesh Janakiraman, Mahesh Nagarajan|Operations and Logistics Division, Sauder School of Business, University of British Columbia, Vancouver, Canada V6T 1Z2;Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas, 75080;Operations and Logistics Division, Sauder School of Business, University of British Columbia, Vancouver, Canada V6T 1Z2|multiechelon inventory; policies; capacity|We study a periodically reviewed multiechelon serial inventory system with a capacity constraint on the order quantity at each stage. The cost criterion we use to evaluate inventory policies for this system is the sum of the expected long-run average holding and shortage costs. It is well known that for this problem, characterizing the structure of the optimal policy and computing it are very difficult. We consider the use of echelon base-stock policies for our system (even though they are known to be suboptimal) and propose algorithms for finding base-stock levels that are easy to understand and implement. We derive bounds on the ratios between the costs achieved by our algorithms and the optimal costs (over all policies). For light-tailed demand distributions, our algorithms are shown to be asymptotically optimal in the sense that our bounds are close to one in high service-level environments. Our computational investigations reveal that our algorithms perform well even under modest service levels.|Woonghee Tim Huh| Ganesh Janakiraman| Mahesh Nagarajan||||||||Operations and Logistics Division, Sauder School of Business, University of British Columbia, Vancouver, Canada V6T 1Z2|Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas, 75080|Operations and Logistics Division, Sauder School of Business, University of British Columbia, Vancouver, Canada V6T 1Z2||||||||CANADA|USA|CANADA|||||||
T|0|0|0|19|1|2017|10.1287/msom.2016.0594|Imaging Room and Beyond: The Underlying Economics Behind Physicians’ Test-Ordering Behavior in Outpatient Services|Tinglong Dai, Mustafa Akan, Sridhar Tayur|Carey Business School, Johns Hopkins University, Baltimore, Maryland 21202;Tepper School of Business, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213;Tepper School of Business, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213|queueing games; service operations; healthcare management; consumer behavior; incentives in healthcare operations|Motivated by a collaborative study with one of the most comprehensive ocular imaging programs in the United States, we investigate the underlying three-way trade-off among operational, clinical, and financial considerations in physicians’ decisions about ordering imaging tests. Laboratory tests may be processed in parallel and thus have a limited effect on patients’ waiting times; imaging tests, by contrast, require patient presence and thus directly influence patients’ waiting times. We use a strategic queueing framework to model a physician’s decision of ordering imaging tests and show that insurance coverage is the key driver of overtesting. Our further analysis reveals the following: (i) Whereas existing studies hold that lower out-of-pocket expenses lead to higher consumption levels, we refine this statement by showing the copayment and the coinsurance rate drive the consumption in different directions. Thus, simply expanding patient cost sharing is not the solution to overtesting. (ii) Setting a low reimbursement ceiling alone cannot eliminate overtesting. (iii) The joint effect of misdiagnosis concerns and insurance coverage can lead to both overtesting and undertesting even when no reimbursement ceiling exists. These and other results continue to hold under more general conditions and are therefore robust. We enrich our model along two extensions: one with patient heterogeneity in diagnostic precision, and the other with disparities in health insurance coverage. Our findings have implications for other healthcare settings with similar trade-offs.|Tinglong Dai| Mustafa Akan| Sridhar Tayur||||||||Carey Business School, Johns Hopkins University, Baltimore, Maryland 21202|Tepper School of Business, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213|Tepper School of Business, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213||||||||USA|USA|USA|||||||
T+EM|P|0|0|20|2|2018|10.1287/msom.2017.0644|Optimizing the Profitability and Quality of Service in Carshare Systems Under Demand Uncertainty|Mengshi Lu, Zhihao Chen, Siqian Shen |Krannert School of Management, Purdue University, West Lafayette, Indiana 47907;Department of Industrial and Operations Engineering, University of Michigan, Ann Arbor, Michigan 48109;Department of Industrial and Operations Engineering, University of Michigan, Ann Arbor, Michigan 48109|"Benders decomposition
carshare fleet management
demand uncertainty
mixed-integer rounding
two-stage stochastic integer programming"|Carsharing has been considered as an effective means to increase mobility and reduce personal vehicle usage and related carbon emissions. In this paper, we consider problems of allocating a carshare fleet to service zones under uncertain one-way and round-trip rental demand. We employ a two-stage stochastic integer programming model, in the first stage of which we allocate shared vehicle fleet and purchase parking lots or permits in reservation-based or free-floating systems. In the second stage, we generate a finite set of samples to represent demand uncertainty and construct a spatial–temporal network for each sample to model vehicle movement and the corresponding rental revenue, operating cost, and penalties from unserved demand. We minimize the expected total costs minus profit and develop branch-and-cut algorithms with mixed-integer, rounding-enhanced Benders cuts, which can significantly improve computation efficiency when implemented in parallel computing. We apply our model to a data set of Zipcar in the Boston–Cambridge, Massachusetts, area to demonstrate the efficacy of our approaches and draw insights on carshare management. Our results show that exogenously given one-way demand can increase carshare profitability under given one-way and round-trip price differences and vehicle relocation cost whereas endogenously generated one-way demand as a result of pricing and strategic customer behavior may decrease carshare profitability. Our model can also be applied in a rolling-horizon framework to deliver optimized vehicle relocation decisions and achieve significant improvement over an intuitive fleet-rebalancing policy.|Mengshi Lu| Zhihao Chen| Siqian Shen ||||||||Krannert School of Management, Purdue University, West Lafayette, Indiana 47907|Department of Industrial and Operations Engineering, University of Michigan, Ann Arbor, Michigan 48109|Department of Industrial and Operations Engineering, University of Michigan, Ann Arbor, Michigan 48109||||||||USA|USA|USA|||||||
T|0|0|0|20|2|2018|10.1287/msom.2017.0643|Effects of Assortment Breadth Announcements on Manufacturer Competition|H. Sebastian Heese , Victor Martínez-de-Albéniz|Poole College of Management, North Carolina State University, Raleigh, North Carolina 27695;IESE Business School, University of Navarra, 08034 Barcelona, Spain;IESE Business School, University of Navarra, 08034 Barcelona, Spain|"assortment planning
competition
noncooperative game theory"|Retailers typically use assortment planning to maximize store profits given product characteristics. We study the manufacturers’ price-setting interactions and how these can be manipulated by the retailer’s assortment strategy. We show that constraining the breadth of the assortment has two main effects on retailer profits: First, a larger assortment may intensify competitive pressure and decrease prices because manufacturers need to fight harder for market share. Second, a smaller assortment may also reduce manufacturer prices because manufacturers want to ensure that they are included in the chosen assortment, which may lead to higher profits despite lower variety and possibly lower revenues. We optimize retailer assortment strategies, taking into account these two effects. We find that when the manufacturers’ products are very different in terms of attractiveness, the first effect dominates while the second effect is stronger when products are comparable. Finally, our findings require that retailers communicate the assortment strategy properly: retailers should not disclose the identity of the chosen manufacturers, but should commit to a given assortment breadth.|H. Sebastian Heese | Victor Martínez-de-Albéniz|||||||||Poole College of Management, North Carolina State University, Raleigh, North Carolina 27695|IESE Business School, University of Navarra, 08034 Barcelona, Spain|IESE Business School, University of Navarra, 08034 Barcelona, Spain||||||||USA|SPAIN||||||||
T|P|0|0|20|2|2018|10.1287/msom.2017.0650|Threshold-Based Allocation Policies for Inventory Management of Red Blood Cells|Vahid Sarhangian , Hossein Abouee-Mehrizi , Opher Baron, Oded Berman|Department of Mechanical and Industrial Engineering, University of Toronto, Toronto, Ontario M5S 3G8, Canada;Department of Management Sciences, University of Waterloo, Waterloo, Ontario N2L 3G1, Canada;Joseph L. Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada;Joseph L. Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada|"allocation policy
hospital blood bank
perishable inventory management
queueing model"|Under current regulations, red blood cell (RBC) units can be transfused to patients up to 42 days after donation. However, recent studies suggest an association between the age of transfused RBCs and adverse clinical outcomes for their recipients. Therefore, there is an interest in inventory management policies that could reduce the age of transfused RBCs without compromising their availability. In this work, we study the performance of a practical family of threshold-based allocation policies, designed to trade off the age of RBC transfusions with their availability at hospitals. To this end, we consider a stylized model of a hospital blood bank that procures its required blood from local donations. For this model, we develop a new method to exactly evaluate the performance of the threshold policy in terms of the distribution of the age of allocated units and the proportion of outdates and lost demand. Through numerical and structural results, we obtain new insights on the performance of the threshold policy and in particular on how it compares with shortening the shelf life of RBCs (e.g., from 42 to 28 days). We verify and discuss the robustness of these results to the model assumptions in a simulation study calibrated using data from a Canadian hospital blood bank.|Vahid Sarhangian | Hossein Abouee-Mehrizi | Opher Baron| Oded Berman|||||||Department of Mechanical and Industrial Engineering, University of Toronto, Toronto, Ontario M5S 3G8, Canada|Department of Management Sciences, University of Waterloo, Waterloo, Ontario N2L 3G1, Canada|Joseph L. Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada|Joseph L. Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada|||||||CANADA|CANADA|CANADA|CANADA||||||
T|I|limited dEMandI|0|20|2|2018|10.1287/msom.2017.0639|Robust Dynamic Pricing with Two Substitutable Products|Ming Chen , Zhi-Long Chen|College of Business Administration, California State University, Long Beach, California 90840;Robert H. Smith School of Business, University of Maryland, College Park, Maryland 20742|"business rules
dynamic pricing
fully polynomial-time approximation scheme (FPTAS)
robust optimization
substitutable products"|We consider a practical dynamic pricing problem with two substitutable products involving a number of business rules commonly seen in practice. Demand substitution exists between the two products (interproduct substitution) and may also exist across different time periods (intertemporal substitution). However, there is limited demand information such that the underlying probability distributions of the demand cannot be characterized precisely. We use an interval to represent, respectively, the demand for each individual product in each period, the aggregate demand for the two products in each period, and the total aggregate demand for the two products across multiple time periods. We propose a robust optimization model for this problem to maximize the worst-case total revenue. For the problem with interproduct demand substitution only, we develop a dynamic programming algorithm and show that the search spaces in the DP can be reduced greatly, which enables the algorithm to generate optimal solutions in a reasonable amount of time. For the problem with both interproduct and intertemporal demand substitutions, we develop a more complex dynamic programming algorithm and design a fully polynomial time approximation scheme that guarantees a proven, near optimal solution in a manageable computation time for practically sized problems. Our computational results show that, compared to a risk-neutral approach, our robust optimization approach can decrease the variance of the revenue at a small expense of the average revenue. We also generate a number of managerial insights: (i) none of the key structural properties commonly studied in the pricing literature hold for our problem; (ii) the revenue impact of ignoring intertemporal demand substitution when such substitution exists can be quite significant; and (iii) under- or overestimating the bounds of the demand intervals or imposing moderate business rules leads to relatively small revenue loss, typically less than 3%.|Ming Chen | Zhi-Long Chen|||||||||College of Business Administration, California State University, Long Beach, California 90840|Robert H. Smith School of Business, University of Maryland, College Park, Maryland 20742|||||||||USA|USA||||||||
EX|I|supply chain visibility|0|20|4|2018|10.1287/msom.2017.0685|Supply Chain Visibility and Social Responsibility: Investigating Consumers’ Behaviors and Motives|Tim Kraft , León Valdés , Yanchong Zheng |Darden School of Business, University of Virginia, Charlottesville, Virginia 22904；Katz Graduate School of Business, University of Pittsburgh, Pittsburgh, Pennsylvania 15260；Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142|"behavioral andexperimental economics
behavioral operations
indirect reciprocity
prosociality
social responsibility
supply chain visibility"|Consumers increasingly want to know more about where and how the products they purchase are being made. To create transparency requires a company to both gain visibility into its supply chain and disclose information to consumers. In this paper, we focus on the dimension of visibility and investigate when companies can benefit from greater supply chain visibility. To do so, we design an incentivized human–subject experiment to study two key questions: (i) How does supply chain visibility impact consumers’ valuations of a company’s social responsibility (SR) practices in its upstream supply chain? (ii) What roles do indirect reciprocity and consumers’ prosociality play in affecting their valuations under different levels of visibility? In our design, greater visibility is represented by lower uncertainty in the outcomes of a company’s SR efforts. Our results show that consumers value greater visibility regarding a company’s SR practices in the upstream supply chain. This is especially true if consumers exhibit a self-serving bias and use uncertainty as an excuse not to pay for SR. We also observe that high prosocial consumers do not exhibit strong indirect reciprocity. Conversely, indirect reciprocity significantly increases low prosocial consumers’ valuations under High visibility. Our work adds to the experimental literature focusing on transparency and SR (which has primarily studied disclosure) by examining the equally important but understudied dimension of visibility. Furthermore, our results on consumer heterogeneity offer insights into what SR information resonates with a company’s target consumers.|Tim Kraft | León Valdés | Yanchong Zheng ||||||||Darden School of Business, University of Virginia, Charlottesville, Virginia 22904；|Katz Graduate School of Business, University of Pittsburgh, Pittsburgh, C15260；|Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142||||||||USA|USA|USA|||||||
